Nombre del grupo: Ugxf5czF8iscF8Z49XV4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Nombre del grupo: Ugyqcx0plvbbslaJe794AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   21,95%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    2,44%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   27,64%
Control               C4. Da sugerencia u orientación           4%        11%                    6,50%
Evaluación            C5. Da opiniones                         21%        40%                    6,50%
Comunicación          C6. Da información                       14%        30%                   27,64%
Comunicación          C7. Pide información                      2%        11%                    0,81%
Evaluación            C8. Pide opinión                          1%         9%                    5,69%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,81%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgwhId7APLFVBVRnqTd4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    6,69%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,80%
